id,especie,ultima_modificacion,altura,circ_tronco_cm,diametro_tronco,long,lat,seccion,nombre_seccion,area_seccion,inclinacion_peligrosa,circ_tronco_cm_cat
47412,Morera,23/09/2011 14:40,Alto (> 8 mts),195,Grande,-68.8272736537,-32.8754592328,4,Cuarta Este Área Fundacional,1822015.85685,0,alto
46573,Morera,07/09/2011 09:06,Alto (> 8 mts),135,Grande,-68.8321490394,-32.8695818876,4,Cuarta Este Área Fundacional,1822015.85685,0,medio
39650,Morera,22/10/2010 10:27,Alto (> 8 mts),198,Grande,-68.8463031284,-32.8690250677,6,Residencial Norte,2694682.37982,0,alto
7436,Fresno americano,27/06/2011 14:33,Muy bajo (1 - 2 mts),12,Chico,-68.8592164517,-32.9003945233,5,Residencial Sur,2423808.92355,0,bajo
28222,Morera,10/03/2011 19:12,Alto (> 8 mts),168,Grande,-68.8477052724,-32.8925546056,2,Barrio Civico,2366816.36021,1,medio
31908,Morera,01/06/2011 09:58,Medio (4 - 8 mts),140,Grande,-68.8576192596,-32.8837306566,5,Residencial Sur,2423808.92355,0,medio
28331,Morera,11/03/2011 10:03,Alto (> 8 mts),146,Grande,-68.8481825948,-32.8889296423,5,Residencial Sur,2423808.92355,0,medio
29717,Pltano,02/03/2011 18:10,Alto (> 8 mts),212,Grande,-68.842942289,-32.8942669821,2,Barrio Civico,2366816.36021,0,alto
15075,Fresno europeo,17/11/2011 12:10,Bajo (2 - 4 mts),20,Chico,-68.8590285442,-32.869648819,6,Residencial Norte,2694682.37982,0,bajo
31118,Fresno europeo,08/02/2011 09:12,Medio (4 - 8 mts),86,Grande,-68.8543235429,-32.864450198,6,Residencial Norte,2694682.37982,0,medio
34316,Fresno europeo,09/03/2011 09:52,Medio (4 - 8 mts),90,Grande,-68.8519871666,-32.874389429,6,Residencial Norte,2694682.37982,0,medio
17626,Paraiso,18/07/2011 11:56,Bajo (2 - 4 mts),43,Mediano,-68.8429915168,-32.8670222786,4,Cuarta Oeste,1173332.70145,0,bajo
4612,Fresno europeo,01/08/2011 09:08,Bajo (2 - 4 mts),15,Chico,-68.8370787608,-32.8670541718,4,Cuarta Oeste,1173332.70145,0,bajo
11918,Morera,12/05/2010 12:01,Medio (4 - 8 mts),120,Grande,-68.8510865947,-32.8668856555,6,Residencial Norte,2694682.37982,0,medio
38950,Morera,03/01/2011 09:25,Medio (4 - 8 mts),60,Mediano,-68.8559323194,-32.8711570429,6,Residencial Norte,2694682.37982,0,bajo
818,Aguaribay,16/12/2011 11:39,Medio (4 - 8 mts),140,Grande,-68.8825027063,-32.8670110676,8,Aeroparque,2203364.73622,0,medio
18373,Caducifolio,29/07/2011 14:17,Bajo (2 - 4 mts),25,Mediano,-68.8373975157,-32.8678918848,4,Cuarta Oeste,1173332.70145,0,bajo
12422,Paraiso,24/01/2011 09:40,Alto (> 8 mts),130,Grande,-68.8484754651,-32.8666039622,6,Residencial Norte,2694682.37982,0,medio
28825,Morera,27/04/2011 12:23,Alto (> 8 mts),198,Grande,-68.847683085,-32.8846829381,1,Parque Central,1655357.93265,0,alto
16725,Paraiso,10/08/2011 13:26,Alto (> 8 mts),160,Grande,-68.8398410682,-32.8639840615,4,Cuarta Oeste,1173332.70145,0,medio
45867,Morera,25/08/2011 13:35,Alto (> 8 mts),180,Grande,-68.8192243706,-32.8701519115,4,Cuarta Este Área Fundacional,1822015.85685,0,medio
37573,Morera,16/11/2010 10:31,Alto (> 8 mts),130,Grande,-68.8571078393,-32.8703199956,6,Residencial Norte,2694682.37982,0,medio
12509,Morera,26/01/2011 10:06,Alto (> 8 mts),210,Grande,-68.8486026581,-32.868635157600004,6,Residencial Norte,2694682.37982,0,alto
33968,Acacia visco,26/05/2011 13:37,Bajo (2 - 4 mts),60,Mediano,-68.8547944163,-32.8850369207,5,Residencial Sur,2423808.92355,0,bajo
5750,Morera,06/05/2011 11:19,Bajo (2 - 4 mts),40,Mediano,-68.841125979,-32.878947712,1,Parque Central,1655357.93265,0,bajo
29031,Pltano,20/04/2011 10:21,Alto (> 8 mts),170,Grande,-68.8447789009,-32.8873222388,1,Parque Central,1655357.93265,0,medio
44613,Fresno europeo,26/08/2011 09:26,Alto (> 8 mts),183,Grande,-68.8226533785,-32.8668050176,4,Cuarta Este Área Fundacional,1822015.85685,0,medio
34739,Ligustro,31/03/2011 12:29,Bajo (2 - 4 mts),40,Mediano,-68.8502580497,-32.8782051418,6,Residencial Norte,2694682.37982,0,bajo
26923,Pltano,01/11/2011 18:08,Alto (> 8 mts),240,Grande,-68.8355179173,-32.8860987983,3,Parque O'Higgins,1531146.02653,0,alto
15762,Liquidambar,21/11/2011 12:11,Medio (4 - 8 mts),35,Mediano,-68.8726707632,-32.8783716378,7,Residencial Parque,1786336.08966,0,bajo
41548,Morera,06/05/2011 10:22,Alto (> 8 mts),140,Grande,-68.8395170951,-32.8797720056,1,Parque Central,1655357.93265,1,medio
45830,Morera,26/09/2011 08:49,Alto (> 8 mts),170,Grande,-68.8205865083,-32.8694683271,4,Cuarta Este Área Fundacional,1822015.85685,0,medio
7803,Morera,12/05/2011 11:49,Medio (4 - 8 mts),110,Grande,-68.8569758743,-32.8861817912,5,Residencial Sur,2423808.92355,0,medio
27804,Pltano,03/11/2011 09:41,Alto (> 8 mts),140,Grande,-68.8351507073,-32.894877001,3,Parque O'Higgins,1531146.02653,0,medio
8654,Morera,04/02/2011 09:09,Alto (> 8 mts),80,Grande,-68.8414565108,-32.9024996548,2,Barrio Civico,2366816.36021,0,medio
1465,Paraiso,25/11/2011 11:04,Medio (4 - 8 mts),105,Grande,-68.8714221509,-32.8764700436,7,Residencial Parque,1786336.08966,0,medio
13774,Morera,27/01/2011 10:46,Alto (> 8 mts),160,Grande,-68.8504301578,-32.8640587766,6,Residencial Norte,2694682.37982,0,medio
1843,Paraiso,17/11/2011 12:59,Bajo (2 - 4 mts),72,Grande,-68.8586938626,-32.8721926158,6,Residencial Norte,2694682.37982,0,bajo
24497,Fresno europeo,10/01/2011 12:42,Alto (> 8 mts),118,Grande,-68.8470383609,-32.9025243975,2,Barrio Civico,2366816.36021,0,medio
22436,Fresno europeo,15/06/2011 09:02,Alto (> 8 mts),78,Grande,-68.8595877267,-32.8982931283,5,Residencial Sur,2423808.92355,0,bajo
35883,Morera,28/03/2011 10:23,Medio (4 - 8 mts),60,Mediano,-68.8533193608,-32.8764391055,6,Residencial Norte,2694682.37982,0,bajo
33046,Fresno americano,17/05/2011 13:10,Medio (4 - 8 mts),67,Grande,-68.853480928,-32.8870254399,5,Residencial Sur,2423808.92355,0,bajo
33627,Morera,16/05/2011 12:21,Alto (> 8 mts),145,Grande,-68.8549981259,-32.8876558291,5,Residencial Sur,2423808.92355,0,medio
29814,Pltano,04/03/2011 12:50,Alto (> 8 mts),180,Grande,-68.8425532351,-32.8921558596,2,Barrio Civico,2366816.36021,0,medio
47622,Pltano,08/09/2011 10:40,Alto (> 8 mts),150,Grande,-68.8302136517,-32.8709507526,4,Cuarta Este Área Fundacional,1822015.85685,1,medio
44730,Fresno europeo,26/08/2011 07:32,Medio (4 - 8 mts),120,Grande,-68.8241407694,-32.8681268147,4,Cuarta Este Área Fundacional,1822015.85685,0,medio
21372,Fresno europeo,09/05/2011 11:55,Bajo (2 - 4 mts),58,Mediano,-68.8547123796,-32.8934446671,5,Residencial Sur,2423808.92355,0,bajo
9503,Caducifolio,03/02/2011 13:00,Medio (4 - 8 mts),80,Grande,-68.853451209,-32.8642640909,6,Residencial Norte,2694682.37982,0,medio
33539,Fresno europeo,30/05/2011 13:25,Medio (4 - 8 mts),106,Grande,-68.8555160503,-32.8878750375,5,Residencial Sur,2423808.92355,0,medio
5758,Morera,06/05/2011 11:05,Bajo (2 - 4 mts),34,Mediano,-68.8406774335,-32.8790339745,1,Parque Central,1655357.93265,0,bajo
19835,Morera,04/08/2011 10:05,Alto (> 8 mts),105,Grande,-68.8348208538,-32.8647015952,4,Cuarta Oeste,1173332.70145,0,medio
13653,Morera,25/02/2011 12:51,Alto (> 8 mts),160,Grande,-68.851993316,-32.8655782781,6,Residencial Norte,2694682.37982,0,medio
30496,Pltano,17/02/2011 09:07,Alto (> 8 mts),196,Grande,-68.8391391543,-32.8892592313,3,Parque O'Higgins,1531146.02653,0,alto
25367,Morera,10/02/2011 13:32,Alto (> 8 mts),208,Grande,-68.8382524363,-32.9006971343,2,Barrio Civico,2366816.36021,0,alto
34541,Morera,30/03/2011 10:39,Medio (4 - 8 mts),60,Mediano,-68.8492146917,-32.8758650199,6,Residencial Norte,2694682.37982,0,bajo
1638,Prunas,23/11/2011 09:58,Muy bajo (1 - 2 mts),15,Chico,-68.8710884683,-32.8776330484,7,Residencial Parque,1786336.08966,0,bajo
21279,Fresno americano,13/06/2011 12:34,Medio (4 - 8 mts),86,Grande,-68.8519869878,-32.8964112037,5,Residencial Sur,2423808.92355,0,medio
10757,Acacia SP,05/04/2011 11:40,Alto (> 8 mts),60,Mediano,-68.8562532488,-32.8766843251,6,Residencial Norte,2694682.37982,0,bajo
11192,Jacarand,27/01/2011 11:52,Bajo (2 - 4 mts),40,Mediano,-68.8447117678,-32.9010465246,2,Barrio Civico,2366816.36021,0,bajo
47270,Morera,20/09/2011 11:35,Alto (> 8 mts),78,Grande,-68.8314031686,-32.8729672127,4,Cuarta Este Área Fundacional,1822015.85685,1,bajo
7371,Paraiso,23/06/2011 12:03,Alto (> 8 mts),105,Grande,-68.8613198692,-32.9005711184,5,Residencial Sur,2423808.92355,1,medio
12973,Paraiso,15/02/2011 08:44,Alto (> 8 mts),180,Grande,-68.8439319652,-32.8646330989,4,Cuarta Oeste,1173332.70145,0,medio
23460,Morera,24/01/2011 15:13,Alto (> 8 mts),176,Grande,-68.8490660344,-32.9016575199,2,Barrio Civico,2366816.36021,0,medio
11041,Prunas,28/03/2011 17:12,Bajo (2 - 4 mts),10,Chico,-68.8581870161,-32.8790473527,7,Residencial Parque,1786336.08966,0,bajo
11150,Fresno europeo,26/01/2011 10:38,Medio (4 - 8 mts),96,Grande,-68.8450689509,-32.9016906805,2,Barrio Civico,2366816.36021,0,medio
10259,Conifera,09/12/2010 12:57,Alto (> 8 mts),290,Grande,-68.8488854396,-32.8707406002,6,Residencial Norte,2694682.37982,0,muy alto
24994,Olmo comun,16/02/2011 08:37,Bajo (2 - 4 mts),60,Mediano,-68.8370628265,-32.8967049039,2,Barrio Civico,2366816.36021,0,bajo
42473,Morera,30/09/2011 15:05,Alto (> 8 mts),142,Grande,-68.8317877088,-32.876455558399996,4,Cuarta Este Área Fundacional,1822015.85685,1,medio
22695,Fresno europeo,10/05/2011 12:03,Alto (> 8 mts),68,Grande,-68.853440611,-32.8995045945,5,Residencial Sur,2423808.92355,0,bajo
12208,Paraiso,18/01/2011 13:33,Alto (> 8 mts),130,Grande,-68.8466434256,-32.8679790245,6,Residencial Norte,2694682.37982,0,medio
24133,Fresno americano,25/01/2011 13:28,Alto (> 8 mts),124,Grande,-68.8464525841,-32.9023777636,2,Barrio Civico,2366816.36021,0,medio
1488,Paraiso,24/11/2011 14:30,Muy bajo (1 - 2 mts),25,Mediano,-68.872159277,-32.8770961076,7,Residencial Parque,1786336.08966,0,bajo
14798,Prunas,05/12/2011 18:12,Bajo (2 - 4 mts),16,Chico,-68.8797791735,-32.8687632944,8,Aeroparque,2203364.73622,0,bajo
23865,Morera,28/01/2011 10:25,Alto (> 8 mts),180,Grande,-68.8509241374,-32.9000138491,2,Barrio Civico,2366816.36021,0,medio
18009,Morera,29/07/2011 17:24,Alto (> 8 mts),160,Grande,-68.8408757919,-32.8677741237,4,Cuarta Oeste,1173332.70145,0,medio
33225,Pltano,09/05/2011 12:08,Alto (> 8 mts),180,Grande,-68.8549909647,-32.8922247316,5,Residencial Sur,2423808.92355,0,medio
20994,Morera,22/06/2011 09:52,Alto (> 8 mts),130,Grande,-68.8631893203,-32.9015150735,5,Residencial Sur,2423808.92355,0,medio
41115,Pltano,02/05/2011 14:52,Alto (> 8 mts),172,Grande,-68.8399132317,-32.8826299036,1,Parque Central,1655357.93265,0,medio
18823,Morera,09/08/2011 11:47,Alto (> 8 mts),150,Grande,-68.8354820962,-32.8690347039,4,Cuarta Oeste,1173332.70145,0,medio
41301,Fresno europeo,11/04/2011 10:11,Medio (4 - 8 mts),60,Mediano,-68.8403078907,-32.8819072678,1,Parque Central,1655357.93265,0,bajo
39124,Morera,15/01/2012 19:50,Medio (4 - 8 mts),140,Grande,-68.8532186601,-32.8717969685,6,Residencial Norte,2694682.37982,1,medio
19971,Acacia visco,05/08/2011 08:59,Alto (> 8 mts),105,Grande,-68.8330194772,-32.8646012474,4,Cuarta Oeste,1173332.70145,0,medio
34846,Ailanthus,30/03/2011 09:52,Medio (4 - 8 mts),40,Mediano,-68.8513577988,-32.8768848414,6,Residencial Norte,2694682.37982,0,bajo
18582,Morera,07/07/2011 09:47,Alto (> 8 mts),125,Grande,-68.8365549977,-32.8743561952,4,Cuarta Oeste,1173332.70145,0,medio
12123,Paraiso,20/01/2011 11:17,Alto (> 8 mts),130,Grande,-68.8475734451,-32.8678912423,6,Residencial Norte,2694682.37982,0,medio
1178,Conifera,29/11/2011 10:07,Bajo (2 - 4 mts),14,Chico,-68.8761616545,-32.8650250147,8,Aeroparque,2203364.73622,0,bajo
13804,Paraiso,26/01/2011 13:11,Alto (> 8 mts),200,Grande,-68.8492370408,-32.8639208062,6,Residencial Norte,2694682.37982,0,alto
26886,Morera,28/10/2011 17:32,Medio (4 - 8 mts),100,Grande,-68.8384386946,-32.8872962653,3,Parque O'Higgins,1531146.02653,0,medio
41126,Pltano,27/04/2011 10:09,Alto (> 8 mts),148,Grande,-68.8401307143,-32.8834718603,1,Parque Central,1655357.93265,0,medio
20973,Morera,14/06/2011 13:50,Alto (> 8 mts),110,Grande,-68.862703235,-32.901838518,5,Residencial Sur,2423808.92355,0,medio
3575,Olmo bola,05/09/2011 08:30,Alto (> 8 mts),189,Grande,-68.8304517854,-32.86928023,4,Cuarta Este Área Fundacional,1822015.85685,0,medio
13384,Pltano,10/01/2011 12:41,Alto (> 8 mts),195,Grande,-68.8451962115,-32.8670041528,4,Cuarta Oeste,1173332.70145,0,alto
36829,Pltano,07/04/2011 11:38,Alto (> 8 mts),200,Grande,-68.8587888664,-32.8803154844,7,Residencial Parque,1786336.08966,0,alto
35504,Morera,06/04/2011 11:35,Alto (> 8 mts),82,Grande,-68.8554637617,-32.8810047247,6,Residencial Norte,2694682.37982,0,medio
21998,Fresno europeo,27/05/2011 10:48,Alto (> 8 mts),113,Grande,-68.8589038356,-32.8942091703,5,Residencial Sur,2423808.92355,1,medio
16046,Morera,15/08/2011 13:26,Alto (> 8 mts),170,Grande,-68.8452322997,-32.8709325445,6,Residencial Norte,2694682.37982,0,medio
46813,Morera,07/09/2011 10:27,Alto (> 8 mts),215,Grande,-68.8333383381,-32.8722250807,4,Cuarta Este Área Fundacional,1822015.85685,0,alto
44780,Fresno europeo,23/08/2011 12:14,Medio (4 - 8 mts),55,Mediano,-68.8242298432,-32.8694335931,4,Cuarta Este Área Fundacional,1822015.85685,0,bajo
26438,Fresno europeo,09/11/2011 09:47,Medio (4 - 8 mts),72,Grande,-68.8343927375,-32.891250661,3,Parque O'Higgins,1531146.02653,0,bajo
2003,Morera,14/11/2011 13:47,Alto (> 8 mts),112,Grande,-68.8326997933,-32.8948720084,3,Parque O'Higgins,1531146.02653,0,medio
39186,Morera,25/11/2010 09:11,Alto (> 8 mts),150,Grande,-68.8541506508,-32.873078743,6,Residencial Norte,2694682.37982,0,medio
42946,Paraiso sombrilla,07/10/2011 16:33,Bajo (2 - 4 mts),60,Mediano,-68.8345295966,-32.8776289264,1,Parque Central,1655357.93265,0,bajo
11949,Morera,12/05/2010 10:56,Medio (4 - 8 mts),190,Grande,-68.8517228107,-32.8671942047,6,Residencial Norte,2694682.37982,0,alto
13083,Morera,17/02/2011 10:09,Medio (4 - 8 mts),70,Grande,-68.8465084583,-32.8645162438,4,Cuarta Oeste,1173332.70145,0,bajo
1936,Morera,16/11/2011 12:21,Medio (4 - 8 mts),60,Mediano,-68.8607692644,-32.8704857278,7,Residencial Parque,1786336.08966,0,bajo
1616,Acer,24/11/2011 10:04,Muy bajo (1 - 2 mts),20,Chico,-68.8714738124,-32.8787806869,7,Residencial Parque,1786336.08966,0,bajo
35845,Morera,03/03/2011 12:18,Alto (> 8 mts),128,Grande,-68.8542811631,-32.874161469,6,Residencial Norte,2694682.37982,0,medio
36542,Paraiso,04/04/2011 11:54,Alto (> 8 mts),180,Grande,-68.8562225792,-32.8792933119,6,Residencial Norte,2694682.37982,1,medio
30774,Morera,02/02/2011 09:18,Alto (> 8 mts),94,Grande,-68.8538127192,-32.8689471399,6,Residencial Norte,2694682.37982,0,medio
12356,Morera,13/01/2011 12:22,Alto (> 8 mts),97,Grande,-68.8475472607,-32.866715816,6,Residencial Norte,2694682.37982,0,medio
28594,Morera,22/02/2011 09:15,Alto (> 8 mts),165,Grande,-68.8496617679,-32.889977461,5,Residencial Sur,2423808.92355,0,medio
47391,Paraiso,21/09/2011 11:24,Alto (> 8 mts),320,Grande,-68.8287626099,-32.8754077401,4,Cuarta Este Área Fundacional,1822015.85685,0,muy alto
35737,Morera,04/03/2011 09:40,Alto (> 8 mts),105,Grande,-68.8550481794,-32.8740181793,6,Residencial Norte,2694682.37982,0,medio
44126,Pltano,04/10/2011 09:55,Alto (> 8 mts),180,Grande,-68.8351428163,-32.8796884437,1,Parque Central,1655357.93265,0,medio
10541,Conifera,18/03/2011 11:29,Medio (4 - 8 mts),50,Mediano,-68.8561479478,-32.8758149415,6,Residencial Norte,2694682.37982,1,bajo
24227,Paraiso,25/01/2011 13:56,Alto (> 8 mts),128,Grande,-68.8457242901,-32.9008141483,2,Barrio Civico,2366816.36021,0,medio
31210,Fresno americano,04/02/2011 13:23,Medio (4 - 8 mts),72,Grande,-68.8534982014,-32.8645233374,6,Residencial Norte,2694682.37982,0,bajo
40390,Morera,08/04/2011 12:40,Medio (4 - 8 mts),45,Mediano,-68.844640524,-32.881553941,1,Parque Central,1655357.93265,0,bajo
29607,Olmo comun,03/03/2011 13:12,Alto (> 8 mts),108,Grande,-68.8446174455,-32.8909066108,2,Barrio Civico,2366816.36021,0,medio
22653,Fresno europeo,21/06/2011 11:15,Alto (> 8 mts),155,Grande,-68.8599004314,-32.9004942349,5,Residencial Sur,2423808.92355,0,medio
20464,Fresno europeo,17/05/2011 09:18,Medio (4 - 8 mts),40,Mediano,-68.8604107038,-32.8930774067,5,Residencial Sur,2423808.92355,0,bajo
30661,Olmo bola,02/02/2011 10:22,Alto (> 8 mts),180,Grande,-68.8547591809,-32.8680404394,6,Residencial Norte,2694682.37982,0,medio
16749,Morera,10/08/2011 09:43,Alto (> 8 mts),185,Grande,-68.8387087183,-32.8630631481,4,Cuarta Oeste,1173332.70145,0,medio
27138,Pltano,27/10/2011 10:38,Alto (> 8 mts),200,Grande,-68.8389334852,-32.8896180238,3,Parque O'Higgins,1531146.02653,0,alto
24454,Fresno americano,20/01/2011 10:12,Alto (> 8 mts),125,Grande,-68.8456919435,-32.9030100838,2,Barrio Civico,2366816.36021,0,medio
26315,Pltano,21/10/2011 08:40,Alto (> 8 mts),145,Grande,-68.831556655,-32.8896639027,3,Parque O'Higgins,1531146.02653,0,medio
647,Paraiso sombrilla,08/03/2012 16:27,Bajo (2 - 4 mts),80,Grande,-68.8175967585,-32.8684125669,4,Cuarta Este Área Fundacional,1822015.85685,0,medio
2320,Fresno americano,02/11/2011 10:13,Medio (4 - 8 mts),52,Mediano,-68.8355603796,-32.8951205352,2,Barrio Civico,2366816.36021,0,bajo
5523,Morera,27/04/2011 12:16,Bajo (2 - 4 mts),35,Mediano,-68.8381329536,-32.8759117118,1,Parque Central,1655357.93265,0,bajo
6649,Acer,12/05/2011 11:44,Medio (4 - 8 mts),34,Mediano,-68.8603295189,-32.8924891698,5,Residencial Sur,2423808.92355,0,bajo
26877,Pltano,28/10/2011 18:03,Bajo (2 - 4 mts),40,Mediano,-68.8381992621,-32.8863211366,3,Parque O'Higgins,1531146.02653,0,bajo
32253,Pltano,09/05/2011 10:38,Alto (> 8 mts),220,Grande,-68.8591887282,-32.8847838071,5,Residencial Sur,2423808.92355,0,alto
17728,Paraiso,18/07/2011 09:47,Medio (4 - 8 mts),125,Grande,-68.8423864067,-32.8672170755,4,Cuarta Oeste,1173332.70145,1,medio
16526,Morera,19/07/2011 11:24,Alto (> 8 mts),180,Grande,-68.8416804789,-32.8645710619,4,Cuarta Oeste,1173332.70145,1,medio
38027,Fresno europeo,07/12/2010 10:08,Medio (4 - 8 mts),160,Grande,-68.847882637,-32.8719155764,6,Residencial Norte,2694682.37982,0,medio
44378,Fresno europeo,19/10/2011 09:32,Alto (> 8 mts),175,Grande,-68.8367985746,-32.885193464,3,Parque O'Higgins,1531146.02653,0,medio
15546,Paraiso,18/11/2011 17:01,Bajo (2 - 4 mts),28,Mediano,-68.8609043304,-32.8713679662,7,Residencial Parque,1786336.08966,0,bajo
7562,Morera,16/06/2011 13:02,Muy bajo (1 - 2 mts),4,Chico,-68.8570640486,-32.8830926357,5,Residencial Sur,2423808.92355,0,bajo
34518,Morera,29/03/2011 13:03,Alto (> 8 mts),160,Grande,-68.8493048207,-32.8756140843,6,Residencial Norte,2694682.37982,0,medio
26116,Morera,11/11/2011 12:32,Medio (4 - 8 mts),120,Grande,-68.8312510238,-32.8865903969,3,Parque O'Higgins,1531146.02653,1,medio
44164,Morera,26/09/2011 11:52,Alto (> 8 mts),124,Grande,-68.8349778819,-32.8774656431,1,Parque Central,1655357.93265,0,medio
13678,Olmo bola,23/02/2011 11:48,Bajo (2 - 4 mts),90,Grande,-68.8527107319,-32.8651885663,6,Residencial Norte,2694682.37982,0,medio
21526,Morera,11/05/2011 11:15,Alto (> 8 mts),145,Grande,-68.853865068,-32.8948712372,5,Residencial Sur,2423808.92355,1,medio
3440,Perenne,17/08/2011 11:32,Bajo (2 - 4 mts),36,Mediano,-68.827453948,-32.866523625,4,Cuarta Este Área Fundacional,1822015.85685,0,bajo
172,Paraiso sombrilla,26/02/2012 19:53,Bajo (2 - 4 mts),46,Mediano,-68.8566542225,-32.8645104625,6,Residencial Norte,2694682.37982,0,bajo
28688,Pltano,01/03/2011 12:49,Alto (> 8 mts),126,Grande,-68.8462528508,-32.8908470592,2,Barrio Civico,2366816.36021,0,medio
24886,Morera,17/02/2011 09:13,Alto (> 8 mts),141,Grande,-68.838956138,-32.8976674739,2,Barrio Civico,2366816.36021,0,medio
34593,Morera,17/01/2012 18:55,Medio (4 - 8 mts),100,Grande,-68.8487234619,-32.8751688178,6,Residencial Norte,2694682.37982,0,medio
2778,Fresno europeo,20/10/2011 16:00,Bajo (2 - 4 mts),30,Mediano,-68.8296687481,-32.8815397264,3,Parque O'Higgins,1531146.02653,0,bajo
9425,Paraiso sombrilla,14/02/2011 12:32,Alto (> 8 mts),150,Grande,-68.8562814948,-32.8649091541,6,Residencial Norte,2694682.37982,0,medio
27223,Paraiso,26/10/2011 09:09,Medio (4 - 8 mts),100,Grande,-68.8370033236,-32.8903930659,3,Parque O'Higgins,1531146.02653,0,medio
27982,Fresno americano,31/10/2011 09:24,Medio (4 - 8 mts),120,Grande,-68.8371000101,-32.8930716582,3,Parque O'Higgins,1531146.02653,0,medio
19653,Morera,13/07/2011 09:56,Alto (> 8 mts),110,Grande,-68.8351000255,-32.8704048663,4,Cuarta Oeste,1173332.70145,1,medio
2566,Pltano,21/10/2011 13:25,Alto (> 8 mts),145,Grande,-68.8314148737,-32.8891526654,3,Parque O'Higgins,1531146.02653,0,medio
14001,Paraiso,29/11/2011 17:41,Bajo (2 - 4 mts),100,Grande,-68.8781902444,-32.8651206437,8,Aeroparque,2203364.73622,0,medio
10574,Acer,08/06/2011 12:18,Medio (4 - 8 mts),58,Mediano,-68.8536105576,-32.8764587339,6,Residencial Norte,2694682.37982,0,bajo
35273,Olmo comun,24/06/2011 09:35,Medio (4 - 8 mts),110,Grande,-68.8524075553,-32.882985255,1,Parque Central,1655357.93265,0,medio
96,Fresno europeo,29/02/2012 10:38,Bajo (2 - 4 mts),36,Mediano,-68.8559749632,-32.9017834767,5,Residencial Sur,2423808.92355,0,bajo
43481,Acacia visco,10/11/2011 12:36,Bajo (2 - 4 mts),30,Mediano,-68.8296941573,-32.8839102614,3,Parque O'Higgins,1531146.02653,0,bajo
33543,Morera,30/05/2011 13:07,Alto (> 8 mts),140,Grande,-68.8552245902,-32.8878245664,5,Residencial Sur,2423808.92355,0,medio
39658,Morera,22/10/2010 09:53,Alto (> 8 mts),170,Grande,-68.8466878639,-32.868658395,6,Residencial Norte,2694682.37982,0,medio
11505,Morera,22/02/2011 11:22,Alto (> 8 mts),220,Grande,-68.8531469137,-32.8664907635,6,Residencial Norte,2694682.37982,1,alto
40112,Fresno europeo,15/04/2011 11:38,Medio (4 - 8 mts),120,Grande,-68.8447604339,-32.8792801105,1,Parque Central,1655357.93265,0,medio
24948,Olmo comun,09/02/2011 10:01,Alto (> 8 mts),122,Grande,-68.8369491776,-32.8968491976,2,Barrio Civico,2366816.36021,0,medio
28638,Morera,23/02/2011 11:36,Alto (> 8 mts),87,Grande,-68.8474689718,-32.8904315341,2,Barrio Civico,2366816.36021,0,medio
46352,Morera,19/09/2011 13:59,Alto (> 8 mts),165,Grande,-68.8259996994,-32.8742888517,4,Cuarta Este Área Fundacional,1822015.85685,0,medio
39581,Morera,22/10/2010 11:36,Alto (> 8 mts),180,Grande,-68.8477856763,-32.8696916097,6,Residencial Norte,2694682.37982,0,medio
490,Morera,07/03/2012 09:53,Alto (> 8 mts),180,Grande,-68.8224689402,-32.8678808949,4,Cuarta Este Área Fundacional,1822015.85685,0,medio
30592,Fresno americano,11/02/2011 09:07,Medio (4 - 8 mts),50,Mediano,-68.8576292302,-32.865314690700004,6,Residencial Norte,2694682.37982,0,bajo
23879,Paraiso,28/02/2012 13:15,Medio (4 - 8 mts),125,Grande,-68.8524031746,-32.9005547378,2,Barrio Civico,2366816.36021,0,medio
32272,Morera,28/06/2011 10:40,Medio (4 - 8 mts),35,Mediano,-68.8508737922,-32.8918460484,5,Residencial Sur,2423808.92355,0,bajo
38507,Olmo bola,02/11/2010 09:59,Alto (> 8 mts),120,Grande,-68.8501620534,-32.8689529249,6,Residencial Norte,2694682.37982,0,medio
10655,Paraiso,18/03/2011 12:48,Bajo (2 - 4 mts),50,Mediano,-68.8546211673,-32.8744373655,6,Residencial Norte,2694682.37982,0,bajo
6581,Morera,18/05/2011 10:39,Medio (4 - 8 mts),67,Grande,-68.8601893821,-32.8906009774,5,Residencial Sur,2423808.92355,1,bajo
33272,Pltano,29/06/2011 11:32,Alto (> 8 mts),320,Grande,-68.8551742522,-32.8910448102,5,Residencial Sur,2423808.92355,0,muy alto
8211,Morera,03/03/2011 19:45,Medio (4 - 8 mts),62,Grande,-68.842426522,-32.8934010535,2,Barrio Civico,2366816.36021,0,bajo
14299,Fresno americano,06/12/2011 10:00,Bajo (2 - 4 mts),45,Mediano,-68.8771312627,-32.8682016257,8,Aeroparque,2203364.73622,0,bajo
26471,Fresno americano,09/11/2011 09:51,Alto (> 8 mts),120,Grande,-68.831952587,-32.8913619205,3,Parque O'Higgins,1531146.02653,0,medio
13557,Fresno europeo,28/01/2011 10:11,Medio (4 - 8 mts),70,Grande,-68.8505385161,-32.8642011495,6,Residencial Norte,2694682.37982,0,bajo
43271,Morera,21/10/2011 18:40,Alto (> 8 mts),140,Grande,-68.8340709942,-32.8810713051,3,Parque O'Higgins,1531146.02653,0,medio
